Title,Date,Ongoing End Date,Time,End Time,Setup Time,Takedown Time,Library,Location,Primary Event Type,Event Type Option 1,Event Type Option 2,Primary Age Group,Age Group Option 1,Age Group Option 2,Last Modified,Description,Additional Information,Internal Notes,Presenter,Contact Name,Contact Email,Contact Phone,Registration Required,PR Detail,Published Status,Attendance,Registered,Waiting List,Cancelled List,Shared Attendance,Optional Statistical Input 1,Optional Statistical Input 2,Optional Statistical Input 3,Optional Statistical Input 4
City Hall Brown Bag Book Club,19/06/2014,,1:00 PM,2:00 PM,1:00 PM,2:00 PM,City Hall,,00-Book Clubs & Writers Groups,z DO NOT USE Lunchtime Programs,,Adult,,,28/11/2014 2:23:55 PM,"Join us at lunch time for a stimulating discussion of this month's novel. Upcoming titles: Thursday, December 18 - The Life and Times of the Thunderbolt Kid by Bill Bryson Thursday, January 15 - The Elegance of the Hedgehog by Muriel Barbery Thursday, February 19 - The Imperfectionists by Tom Rachman Thursday, March 19 - To be announced","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/CAFE66D37F1D4DAA848890B9512D3657/img/5A94FD88353242E6AFA4745874209E91/book-club-150x185_5A94FD88353242E6AFA4745874209E91.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/CAFE66D37F1D4DAA848890B9512D3657/img/CF3A99D45C004C15B9F76BB46E3B0549/book-club-150x185_CF3A99D45C004C15B9F76BB46E3B0549.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Web Basics (in Cantonese),19/06/2014,,2:00 PM,4:00 PM,2:00 PM,4:00 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,28/06/2014 10:19:51 AM,Explore the Internet using web addresses and search engines. Learn how to input Chinese characters using the IME pad. Basic keyboarding and mouse skills required. This class is in Cantonese. Registration is required. Please call 416-396-8950.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Seniors 101,19/06/2014,,2:00 PM,3:00 PM,2:00 PM,3:00 PM,Malvern,,00-Health & Wellness,,,Older Adult,Adult,,23/06/2014 1:38:47 PM,"Seniors 101 is an information series with guest speakers discussing topics ranging from Arthritis to Vision Care and everything in between. Participants will receive help finding information and resources and will learn about health & wellness, aging well, and much more. Light refreshments will be provided. An Information and Referral booth will be available between 1-2 pm for seniors-related inquiries. This program is brought to you by Malvern Family Resource Centre, Seniors Centre in collaboration with the Malvern Branch.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Albion Maker Club,19/06/2014,,5:00 PM,6:00 PM,5:00 PM,6:00 PM,Albion,,01-Maker Programs,,,School-Age Children,,,23/06/2014 2:41:45 PM,"Join the Maker Club to learn about cool new technologies and try different experiments! For more information and to register for this free program, please contact Albion Library at 416-394-5170. Ages 6-12.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
imagineNATIVE film screening: Youth Shorts Programme,19/06/2014,,6:00 PM,7:00 PM,6:00 PM,7:00 PM,Spadina Road,,01-Aboriginal,00-Culture Arts & Entertainment,,Teen,Adult,,2/9/2015 10:35,"Come out to Spadina Road Branch for a screening of imagineNATIVE's Youth Shorts Programme. This collection of diverse stories offers personal, comedic, and inspiring perspectives from Canadian Indigenous artists.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Call of Gamers: Teen Video Game Nights,19/06/2014,,6:15 PM,7:45 PM,6:15 PM,7:45 PM,Malvern,,00-Hobbies Crafts & Games,,,Teen,School-Age Children,,23/06/2014 1:38:47 PM,"Join Malvern's Youth Advisory Group for a night of fun and video games including games for Wii, PS3 and XBox 360. No registration required, just drop-in and get your game on!",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Call of Gamers: Teen Video Game Nights,19/06/2014,,6:15 PM,7:45 PM,6:15 PM,7:45 PM,Malvern,,00-Hobbies Crafts & Games,,,Teen,School-Age Children,,23/06/2014 1:38:47 PM,"Join Malvern's Youth Advisory Group for a night of fun and video games including games for Wii, PS3 and XBox 360. No registration required, just drop-in and get your game on!",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Meet Award-Winning Canadian Author Allan Stratton,19/06/2014,,7:00 PM,8:00 PM,7:00 PM,8:00 PM,Yorkville,Art Gallery,00-Author Talks & Lectures,,,Adult,Older Adult,,22/07/2014 11:26:32 AM,"Internationally award-winning author Allan Stratton reads and discusses his new comic novel ""The Resurrection of Mary Mabel McTavish."" ""A glorious comic romp… Religious flim-flammery, movie moguls, Hollywood hustlers and dust-bowl dreams have never been so fun."" -Will Ferguson, Giller Award-winning author of ""419."" Allan will be available after the reading to chat and sign books. For more information, please call 416-393-7660.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Settlement Services,20/06/2014,,9:00 AM,12:30 PM,9:00 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,23/06/2014 1:38:47 PM,"Settlement services, including help with immigration documents, health care, access to education and free access to Commissioner of Oaths service are available during this time period. If you are interested in English Conversation Group, please call Mohamed at 416-757-7010 for more information. This program is co-sponsored with Catholic Crosscultural Services (CCS).",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Everyday English for Mandarin Speaking Seniors,20/06/2014,,10:00 AM,12:00 PM,10:00 AM,12:00 PM,Agincourt,Program Room,00-ESL & Newcomer Programs,,,Older Adult,,,28/06/2014 10:19:51 AM,This program is for Mandarin speaking seniors to learn everyday English and information on Canadian culture offered by Carefirst Seniors Group. To register please call Bo Hong 416-502-2323 ext. 6237.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler Time ( 19 months to 3 years ),20/06/2014,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Spadina Road,,00-Reading Programs & Storytimes,,,Pre-School Children,,,26/07/2014 2:27:23 PM,"Stories, songs and rhymes for toddlers with parents and caregivers. Drop-in. 10:30-11:00.",,Ready for reading series,,Cameron Ray,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Time,20/06/2014,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Rexdale,,00-Reading Programs & Storytimes,,,All Children,,,26/07/2014 10:17:41 AM,The Fluffy and Patches Rabbit Story Time.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Web Basics II,20/06/2014,,2:00 PM,3:30 PM,2:00 PM,3:30 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,28/06/2014 10:19:51 AM,Learn more about search engines and the Library’s website. Web Basics is the recommended prerequisite. Basic keyboarding and mouse skills required. Registration is required. Please call 416-396-8950.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Gamerz Challenge,20/06/2014,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Rexdale,,00-Hobbies Crafts & Games,,,All Ages,,,26/07/2014 10:17:41 AM,"Bring your game face and challenge your friends to X-Box, PS3 and Wii.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Friday Night Knit/Crochet Club,20/06/2014,,6:00 PM,8:00 PM,5:45 PM,8:15 PM,Malvern,,00-Hobbies Crafts & Games,,,All Ages,,,23/06/2014 1:38:47 PM,"Share your interest in knitting, crocheting and other wool crafts. Read and discuss knitting fiction. Learn how to crochet puppets and toys to accompany your children's favorite stories. Patterns and instruction provided. Bring your own materials. Group meets the first and third Friday of every month.",,,Kellie Scott,Kellie Scott,kscott@torontopubliclibrary.ca,416-396-8970,NO,,Yes,,0,0,0,,0,0,0,0
Italian Storytime,21/06/2014,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Downsview,Program Room,00-Reading Programs & Storytimes,00-Culture Arts & Entertainment,,All Ages,All Children,,26/06/2014 11:05:27 AM,"We invite you to participate in two special Italian storytimes being held at the Downsview branch in honor of Italian heritage month. Led by one of the branch's Children's Librarians, the sessions will be full of popular Italian songs, rhymes and books from the library's collection. Prior knowledge of Italian is not required. This is a drop-in event. For more information please call (416) 395-5720 or e-mail us at dokids@torontopubliclibrary.ca",,,,,,,NO,,No,,0,0,0,,0,0,0,0
Ready for Reading Family Time,21/06/2014,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Albion,,00-Reading Programs & Storytimes,,,All Ages,,,25/06/2014 12:33:48 PM,"Songs, stories, and rhymes for the whole family.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Storytime,21/06/2014,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Malvern,,00-Reading Programs & Storytimes,,,All Children,,,25/06/2014 2:01:09 PM,"Stories, songs, rhymes and crafts for children with parents or caregivers.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Books & Biscotti Literary Series,21/06/2014,,2:00 PM,4:00 PM,1:30 PM,4:30 PM,Yorkville,Program Room,00-Author Talks & Lectures,,,Adult,,,22/07/2014 11:26:32 AM,"Each June, in honour of Italian Heritage Month, the AICW (Association of Italian-Canadian Writers) puts on Books & Biscotti Literary Series events across Canada, featuring writers of Italian descent. List of readers: Sonia Di Placido Michelle Alfano Terri Favro Lillian Conti Gianna Patriarca Cristina Rizzuto If you have any questions, please call us at 416-393-7660.",,,Cristina Rizzuto,,,,NO,,Yes,,0,0,0,,0,0,0,0
Newcomer Women's Support Group,21/06/2014,,2:00 PM,4:00 PM,2:00 PM,4:00 PM,Agincourt,,00-ESL & Newcomer Programs,,,Adult,,,28/06/2014 10:19:51 AM,Newcomer women are invited to share and learn about one another's experiences in a welcoming environment. Participants will gain knowledge and discuss important issues relevant to newcomer women. For more information please call Wen at 647-388-3762.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Movie Mania,21/06/2014,,2:00 PM,3:30 PM,2:00 PM,3:30 PM,Downsview,Auditorium,00-Culture Arts & Entertainment,,,All Children,School-Age Children,,26/06/2014 11:05:27 AM,"Join us for a family movie and popcorn! Bring a blanket, pillow, or favourite toy. Free, limited number of tickets to be given out 30 minutes before the start of the program. For more information please call (416) 395-5720 or e-mail us at DOkids@torontopubliclibrary.ca",,,,,,,NO,,No,,0,0,0,,0,0,0,0
ESL Reading Circle,23/06/2014,,4:30 PM,5:30 PM,4:30 PM,5:30 PM,Albion,,00-ESL & Newcomer Programs,,,Adult,,,9/7/2014 11:18,Practice your English by reading with others from great books and sharing your ideas about them. Drop-in. Mondays 4:30-5:30 p.m.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Reading Circle,23/06/2014,,4:30 PM,5:30 PM,4:30 PM,5:30 PM,Albion,,00-ESL & Newcomer Programs,00-Adult Literacy,,Adult,,,9/7/2014 11:18,Practice your English by reading with others from great books and sharing your ideas about them. No registration required.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Crafts for Kids,23/06/2014,,5:00 PM,6:00 PM,5:00 PM,6:00 PM,Albion,,00-Hobbies Crafts & Games,,,All Children,,,9/7/2014 11:18,"Get in touch with your creative side. Make something to take home using paper, scissors, colours and your imagination! All ages welcome. Parents must be present for children 6 years and younger. There will be no craft program on Monday, April 21 and Monday, May 19th.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Classes,24/06/2014,,9:30 AM,12:30 PM,9:30 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,8/7/2014 17:33,"Adult English classes, CLB levels 1-2, co-sponsored with Toronto Catholic District School Board. Tuesdays, Wednesdays and Thursdays from 9:30 am to 12:30 pm. Please see instructor during class hours to register.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Preschool Time,24/06/2014,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Rexdale,,00-Reading Programs & Storytimes,,,All Children,,,26/07/2014 10:17:41 AM,The Fluffy and Patches Rabbit Story Time.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Youth Advisory Group,24/06/2014,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Agincourt,,00-Volunteering,,,Teen,,,28/06/2014 10:19:51 AM,"Earn community service hours by volunteering for our Youth Advisory Group. Help to plan teen programs, review books, write articles for our newsletter and help out your community. For more information please call 416-396-8950. Ages: 13-19. Status: Currently not accepting new members, however volunteer applications will be kept on file.",,,,,,,NO,,No,,0,0,0,,0,0,0,0
Play Reading,24/06/2014,,7:00 PM,8:30 PM,7:00 PM,8:30 PM,Yorkville,Art Gallery,00-Book Clubs & Writers Groups,00-Culture Arts & Entertainment,,Adult,Older Adult,,22/07/2014 11:26:32 AM,Everyone takes a part and reads along. For information call 416-393-7660.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Classes,25/06/2014,,9:30 AM,12:30 PM,9:30 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,8/7/2014 17:33,"Adult English classes, CLB levels 1-2, co-sponsored with Toronto Catholic District School Board. Tuesdays, Wednesdays and Thursdays from 9:30 am to 12:30 pm. Please see instructor during class hours to register.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ready for Reading Family Time,25/06/2014,,10:15 AM,10:45 AM,10:15 AM,10:45 AM,Spadina Road,,01-Ready for Reading Storytimes,,,Pre-School Children,,,26/07/2014 2:27:23 PM,"Stories, songs and rhymes for babies, tots, and preschoolers with their parents and caregivers. Ages 5 years and under. Register in branch or call 416-393-7666",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Facebook,25/06/2014,,2:00 PM,3:30 PM,2:00 PM,3:30 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,28/06/2014 10:19:51 AM,It's easier than you think! Explore Facebook at this hands-on session. Basic keyboarding and mouse skills required. Registration is required. Please call 416-396-8950.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
TD Summer Reading Club Kick off date,25/06/2014,,2:00 PM,3:00 PM,2:00 PM,3:00 PM,Yorkville,,01-TD Summer Reading Club,,,All Children,,,22/07/2014 11:26:32 AM,Come join us at Yorkville and kick off the Summer Reading Program. We will have some fun and games outside the main entrance of the library.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Classes,26/06/2014,,9:30 AM,12:30 PM,9:30 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,8/7/2014 17:33,"Adult English classes, CLB levels 1-2, co-sponsored with Toronto Catholic District School Board. Tuesdays, Wednesdays and Thursdays from 9:30 am to 12:30 pm. Please see instructor during class hours to register.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Workshop on Newcomer Students (in Postsecondary School),26/06/2014,,6:00 PM,8:00 PM,6:00 PM,8:00 PM,Agincourt,Program Room,00-ESL & Newcomer Programs,,,Adult,,,30/06/2014 1:44:27 PM,For parents and families of newcomer students in postsecondary school. Learn how to help newcomer students adapt and succeed in college and university. Registration is required. Please call Agincourt Branch at 416-396-8950 or Wen (Library Settlement Worker) at 647-388-3762.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Call of Gamers: Teen Video Game Nights,26/06/2014,,6:15 PM,7:45 PM,6:15 PM,7:45 PM,Malvern,,00-Hobbies Crafts & Games,,,Teen,School-Age Children,,8/7/2014 17:33,"Join Malvern's Youth Advisory Group for a night of fun and video games including games for Wii, PS3 and XBox 360. No registration required, just drop-in and get your game on!",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Call of Gamers: Teen Video Game Nights,26/06/2014,,6:15 PM,7:45 PM,6:15 PM,7:45 PM,Malvern,,00-Hobbies Crafts & Games,,,Teen,School-Age Children,,30/05/2014 1:55:55 PM,"Join Malvern's Youth Advisory Group for a night of fun and video games including games for Wii, PS3 and XBox 360. No registration required, just drop-in and get your game on!",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Two-Spirited Peoples in Indigenous Societies,26/06/2014,,7:00 PM,8:00 PM,7:00 PM,8:00 PM,Spadina Road,,01-LGBTQ Programs,01-Aboriginal,,Adult,Teen,Older Adult,26/07/2014 2:27:23 PM,"The Native Youth Sexual Health Network will speak about Two-Spirited peoples in Indigenous communities, as part of resistance, activism, and youth-lead movement building. Part of Toronto Public Library's World Pride 2014 celebrations.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Settlement Services,27/06/2014,,9:00 AM,12:30 PM,9:00 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,8/7/2014 17:33,"Settlement services, including help with immigration documents, health care, access to education and free access to Commissioner of Oaths service are available during this time period. If you are interested in English Conversation Group, please call Mohamed at 416-757-7010 for more information. This program is co-sponsored with Catholic Crosscultural Services (CCS).",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Everyday English for Mandarin Speaking Seniors,27/06/2014,,10:00 AM,12:00 PM,10:00 AM,12:00 PM,Agincourt,Program Room,00-ESL & Newcomer Programs,,,Older Adult,,,30/06/2014 1:44:27 PM,This program is for Mandarin speaking seniors to learn everyday English and information on Canadian culture offered by Carefirst Seniors Group. To register please call Bo Hong 416-502-2323 ext. 6237.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler Time ( 19 months to 3 years ),27/06/2014,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Spadina Road,,00-Reading Programs & Storytimes,,,Pre-School Children,,,26/07/2014 2:27:23 PM,"Stories, songs and rhymes for toddlers with parents and caregivers. Drop-in. 10:30-11:00.",,Ready for reading series,,Cameron Ray,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Time,27/06/2014,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Rexdale,,00-Reading Programs & Storytimes,,,All Children,,,26/07/2014 10:17:41 AM,The Fluffy and Patches Rabbit Story Time.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Excel Basics,27/06/2014,,2:00 PM,3:30 PM,2:00 PM,3:30 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,30/06/2014 1:44:27 PM,"Learn to open, create and edit a simple table using Microsoft Excel. Basic keyboarding and mouse skills required. Registration is required. Please call 416-396-8950.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Gamerz Challenge,27/06/2014,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Rexdale,,00-Hobbies Crafts & Games,,,All Ages,,,26/07/2014 10:17:41 AM,"Bring your game face and challenge your friends to X-Box, PS3 and Wii.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
"Fluffy and Patches Rabbit, Birthday Bash",27/06/2014,,10:30 PM,11:45 PM,10:30 PM,11:45 PM,Rexdale,,01-Ready for Reading Storytimes,,,All Children,,,26/07/2014 10:17:41 AM,"Our branch mascots, Fluffy and Patchs Rabbit, are celebreating their birthday with an end of school year birthday bash.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ready for Reading Family Time,28/06/2014,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Albion,,00-Reading Programs & Storytimes,,,All Ages,,,9/7/2014 11:18,"Songs, stories, and rhymes for the whole family.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Storytime,28/06/2014,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Malvern,,00-Reading Programs & Storytimes,,,All Children,,,8/7/2014 17:33,"Stories, songs, rhymes and crafts for children with parents or caregivers.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
